speaker,filename,path,original_sr,target_sr,transcript
unknown,unknown_a04a7f05_FC01_1_arrayMic_0079.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a04a7f05_FC01_1_arrayMic_0079.wav,16000,16000,horn
unknown,unknown_01f4c46a_FC01_1_arrayMic_0014.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_01f4c46a_FC01_1_arrayMic_0014.wav,16000,16000,rate
unknown,unknown_bb0f6ca9_FC01_1_arrayMic_0137.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_bb0f6ca9_FC01_1_arrayMic_0137.wav,16000,16000,boot
unknown,unknown_1e9d06f8_FC01_1_arrayMic_0084.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1e9d06f8_FC01_1_arrayMic_0084.wav,16000,16000,usually minus several buttons
unknown,unknown_c1bc0aa4_FC01_1_arrayMic_0074.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_c1bc0aa4_FC01_1_arrayMic_0074.wav,16000,16000,stick
unknown,unknown_27b71546_FC01_1_arrayMic_0113.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_27b71546_FC01_1_arrayMic_0113.wav,16000,16000,he slowly takes a short walk in the open air each day
unknown,unknown_bf104fe4_FC01_1_arrayMic_0067.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_bf104fe4_FC01_1_arrayMic_0067.wav,16000,16000,knew
unknown,unknown_0922307a_FC01_1_arrayMic_0054.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_0922307a_FC01_1_arrayMic_0054.wav,16000,16000,You wished to know all about my grandfather
unknown,unknown_f60945a0_FC01_1_arrayMic_0162.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f60945a0_FC01_1_arrayMic_0162.wav,16000,16000,suit
unknown,unknown_b7825433_FC01_1_arrayMic_0008.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b7825433_FC01_1_arrayMic_0008.wav,16000,16000,spark
unknown,unknown_25af3f66_FC01_1_arrayMic_0057.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_25af3f66_FC01_1_arrayMic_0057.wav,16000,16000,beta
unknown,unknown_774047b4_FC01_1_arrayMic_0045.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_774047b4_FC01_1_arrayMic_0045.wav,16000,16000,swore
unknown,unknown_5bd5a450_FC01_1_arrayMic_0116.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5bd5a450_FC01_1_arrayMic_0116.wav,16000,16000,swarm
unknown,unknown_1829ef0b_FC01_1_arrayMic_0090.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1829ef0b_FC01_1_arrayMic_0090.wav,16000,16000,Twice each day he plays skillfully and with zest upon our small organ
unknown,unknown_0eeb9420_FC01_1_arrayMic_0005.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_0eeb9420_FC01_1_arrayMic_0005.wav,16000,16000,dug
unknown,unknown_830e9984_FC01_1_arrayMic_0096.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_830e9984_FC01_1_arrayMic_0096.wav,16000,16000,knee
unknown,unknown_412f2c9e_FC01_1_arrayMic_0077.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_412f2c9e_FC01_1_arrayMic_0077.wav,16000,16000,but he always answers Banana oil
unknown,unknown_57929f24_FC01_1_arrayMic_0082.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_57929f24_FC01_1_arrayMic_0082.wav,16000,16000,race
unknown,unknown_29be0c6c_FC01_1_arrayMic_0069.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_29be0c6c_FC01_1_arrayMic_0069.wav,16000,16000,beat
unknown,unknown_e3480584_FC01_1_arrayMic_0024.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_e3480584_FC01_1_arrayMic_0024.wav,16000,16000,swarm
unknown,unknown_a83258e2_FC01_1_arrayMic_0019.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a83258e2_FC01_1_arrayMic_0019.wav,16000,16000,storm
unknown,unknown_5799f244_FC01_1_arrayMic_0125.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_5799f244_FC01_1_arrayMic_0125.wav,16000,16000,meat
unknown,unknown_ef80e2d4_FC01_1_arrayMic_0146.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_ef80e2d4_FC01_1_arrayMic_0146.wav,16000,16000,sleep
unknown,unknown_dd3a1d6f_FC01_1_arrayMic_0081.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_dd3a1d6f_FC01_1_arrayMic_0081.wav,16000,16000,ship
unknown,unknown_4b06abf4_FC01_1_arrayMic_0135.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4b06abf4_FC01_1_arrayMic_0135.wav,16000,16000,prior
unknown,unknown_237836a5_FC01_1_arrayMic_0100.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_237836a5_FC01_1_arrayMic_0100.wav,16000,16000,sip
unknown,unknown_a214fabc_FC01_1_arrayMic_0085.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a214fabc_FC01_1_arrayMic_0085.wav,16000,16000,usually minus several buttons
unknown,unknown_70314707_FC01_1_arrayMic_0155.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_70314707_FC01_1_arrayMic_0155.wav,16000,16000,deer
unknown,unknown_90e5d91c_FC01_1_arrayMic_0092.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_90e5d91c_FC01_1_arrayMic_0092.wav,16000,16000,jacket
unknown,unknown_bffd5cff_FC01_1_arrayMic_0062.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_bffd5cff_FC01_1_arrayMic_0062.wav,16000,16000,rain
unknown,unknown_737270b1_FC01_1_arrayMic_0070.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_737270b1_FC01_1_arrayMic_0070.wav,16000,16000,fee
unknown,unknown_9b9cd8bf_FC01_1_arrayMic_0038.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_9b9cd8bf_FC01_1_arrayMic_0038.wav,16000,16000,feet
unknown,unknown_affcc907_FC01_1_arrayMic_0058.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_affcc907_FC01_1_arrayMic_0058.wav,16000,16000,trace
unknown,unknown_6488f4b0_FC01_1_arrayMic_0063.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_6488f4b0_FC01_1_arrayMic_0063.wav,16000,16000,down
unknown,unknown_b39fc55e_FC01_1_arrayMic_0109.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b39fc55e_FC01_1_arrayMic_0109.wav,16000,16000,right
unknown,unknown_fc8ab8c2_FC01_1_arrayMic_0056.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_fc8ab8c2_FC01_1_arrayMic_0056.wav,16000,16000,rage
unknown,unknown_dc5f45e9_FC01_1_arrayMic_0149.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_dc5f45e9_FC01_1_arrayMic_0149.wav,16000,16000,know
unknown,unknown_7c614fe5_FC01_1_arrayMic_0060.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_7c614fe5_FC01_1_arrayMic_0060.wav,16000,16000,hair
unknown,unknown_8cd0f0d6_FC01_1_arrayMic_0011.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_8cd0f0d6_FC01_1_arrayMic_0011.wav,16000,16000,rave
unknown,unknown_43229e44_FC01_1_arrayMic_0163.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_43229e44_FC01_1_arrayMic_0163.wav,16000,16000,jungle
unknown,unknown_4a4046db_FC01_1_arrayMic_0158.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_4a4046db_FC01_1_arrayMic_0158.wav,16000,16000,coupe
unknown,unknown_b6ff31c6_FC01_1_arrayMic_0091.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b6ff31c6_FC01_1_arrayMic_0091.wav,16000,16000,go
unknown,unknown_48c45437_FC01_1_arrayMic_0132.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_48c45437_FC01_1_arrayMic_0132.wav,16000,16000,air
unknown,unknown_8c0db3ec_FC01_1_arrayMic_0026.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_8c0db3ec_FC01_1_arrayMic_0026.wav,16000,16000,The quick brown fox jumps over the lazy dog
unknown,unknown_717fba6d_FC01_1_arrayMic_0112.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_717fba6d_FC01_1_arrayMic_0112.wav,16000,16000,slip
unknown,unknown_1fe77387_FC01_1_arrayMic_0068.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1fe77387_FC01_1_arrayMic_0068.wav,16000,16000,trade
unknown,unknown_056edd12_FC01_1_arrayMic_0042.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_056edd12_FC01_1_arrayMic_0042.wav,16000,16000,bug
unknown,unknown_2bd54d80_FC01_1_arrayMic_0130.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2bd54d80_FC01_1_arrayMic_0130.wav,16000,16000,Mother sews yellow gingham aprons
unknown,unknown_78efca1b_FC01_1_arrayMic_0114.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_78efca1b_FC01_1_arrayMic_0114.wav,16000,16000,Grandfather likes to be modern in his language
unknown,unknown_a3435314_FC01_1_arrayMic_0152.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a3435314_FC01_1_arrayMic_0152.wav,16000,16000,sigh
unknown,unknown_59af0233_FC01_1_arrayMic_0088.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_59af0233_FC01_1_arrayMic_0088.wav,16000,16000,torn
unknown,unknown_f7132a6a_FC01_1_arrayMic_0150.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_f7132a6a_FC01_1_arrayMic_0150.wav,16000,16000,Their house is grey and white
unknown,unknown_26039808_FC01_1_arrayMic_0012.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_26039808_FC01_1_arrayMic_0012.wav,16000,16000,no
unknown,unknown_dd32c018_FC01_1_arrayMic_0115.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_dd32c018_FC01_1_arrayMic_0115.wav,16000,16000,share
unknown,unknown_1595830b_FC01_1_arrayMic_0105.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1595830b_FC01_1_arrayMic_0105.wav,16000,16000,train
unknown,unknown_2c49f7c6_FC01_1_arrayMic_0161.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_2c49f7c6_FC01_1_arrayMic_0161.wav,16000,16000,Two other cases also were under advisement
unknown,unknown_24c5b4f0_FC01_1_arrayMic_0164.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_24c5b4f0_FC01_1_arrayMic_0164.wav,16000,16000,group
unknown,unknown_1215bd00_FC01_1_arrayMic_0047.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1215bd00_FC01_1_arrayMic_0047.wav,16000,16000,A long flowing beard clings to his chin
unknown,unknown_a28a9464_FC01_1_arrayMic_0108.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a28a9464_FC01_1_arrayMic_0108.wav,16000,16000,floor
unknown,unknown_25547601_FC01_1_arrayMic_0041.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_25547601_FC01_1_arrayMic_0041.wav,16000,16000,weed
unknown,unknown_def69c86_FC01_1_arrayMic_0127.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_def69c86_FC01_1_arrayMic_0127.wav,16000,16000,thigh
unknown,unknown_328bcbce_FC01_1_arrayMic_0022.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_328bcbce_FC01_1_arrayMic_0022.wav,16000,16000,yes
unknown,unknown_809367f5_FC01_1_arrayMic_0029.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_809367f5_FC01_1_arrayMic_0029.wav,16000,16000,bit
unknown,unknown_a690d097_FC01_1_arrayMic_0094.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_a690d097_FC01_1_arrayMic_0094.wav,16000,16000,chair
unknown,unknown_b88ff7eb_FC01_1_arrayMic_0030.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_b88ff7eb_FC01_1_arrayMic_0030.wav,16000,16000,feet
unknown,unknown_1f18616e_FC01_1_arrayMic_0073.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_1f18616e_FC01_1_arrayMic_0073.wav,16000,16000,park
unknown,unknown_dd7afcc3_FC01_1_arrayMic_0148.wav,/home/nidszxh/Projects/DysarthriaNSR/data/raw/audio/train/unknown_dd7afcc3_FC01_1_arrayMic_0148.wav,16000,16000,yes
